"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000012019";"000848/2019-08";"Objeto: Serviços de Encadernação";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26421";"Instituto Federal de Rondônia";"158376";"INST.FED.RONDONIA/CAMPUS JI-PARANA";"JI-PARANA";"22/01/2019";"";"25,5000"
"000012019";"001/160228/2019";"Objeto: Material de Processamento de Dados.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160228";"26 GRUPO DE ARTILHARIA DE CAMPANHA";"GUARAPUAVA";"30/01/2019";"";"1567,0000"
"000012019";"001/2018";"Objeto: Contratação de serviço de transporte pessoal.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160428";"2 REGIMENTO DE CAVALARIA MECANIZADO";"SAO BORJA";"10/01/2019";"";"5031,0000"
"000012019";"001/2019";"Objeto: Aquisição de 01 web cam, 01 fone de ouvido e 01 microfone para PC.";"Dispensa de Licitação";"Encerrado";"35000";"Ministério das Relações Exteriores";"35000";"Ministério das Relações Exteriores - Unidades";"240027";"ESCRITORIO DE REPRES. NA REG.NORDESTE-ERENE";"BRASILIA";"21/01/2019";"";"180,0000"
"000012019";"001/2019";"Objeto: Contratação de serviço de certificação digital para atender as necessidades do 38º Batalhão de Infantaria.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160093";"38  BATALHAO DE INFANTARIA";"VILA VELHA";"18/01/2019";"";"1426,0000"
"000012019";"001/2019";"Objeto: Aquisição de passagens aéreas para deslocamento de militar com finalidade de realização de simpósio.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160116";"17º BATALHÃO LOGíSTICO LEVE";"JUIZ DE FORA";"29/01/2019";"";"1443,5200"
"000012019";"001/2019";"Objeto: Contratação de Seguro Obrigatório DPVAT - viaturas administrativas.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160290";"CENTRO DE PREPARACAO OFICIAIS RESERVA/RJ";"RIO DE JANEIRO";"28/01/2019";"";"1541,9200"
"000012019";"001/2019";"Objeto: Contratação de serviço de transporte rodoviário para conscritos 2019 e militares desincorporados 2019, do 1º B Com.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160250";"1 BATALHAO DE COMUNICACOES";"SANTO ANGELO";"25/01/2019";"";"4980,0000"
"000012019";"001/2019";"Objeto: Prestação de serviços de publicação no Diário Oficial da União, durante o exercício de 2019, de atos oficiais e demais matérias de interesse da Embrapa Territorial.";"Inexigibilidade de Licitação";"Publicado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135050";"EMBRAPA/CNPM";"CAMPINAS";"23/01/2019";"";"20000,0000"
"000012019";"00100019652201827";"Objeto: Contratação de curso de formação e capacitação de pregoeiro com prática no portal de compras do governo federal, fornecido pela empresa Profª Antonieta Cursos e Capacitação Profissional LTDA, que ocorrerá na data de 28 a 30 de janeiro de 2019, das 08:00 às 12:30rs e das 13:30 às 16:00hs, no total de 21 horas, no Hotel St. Paul Plaza - Setor Hoteleiro Sul - SHS, Quadra 02, Bloco 'H' - Asa Sul - Brasília - DF.";"Dispensa de Licitação";"Encerrado";"20000";"Presidência da República";"24208";"Instituto Nacional de Tecnologia da Informaçã";"243001";"INSTITUTO NAC.DE TECNOLOGIA DA INFORMACAO ITI";"BRASILIA";"22/01/2019";"";"4260,0000"
"000012019";"0012019";"Objeto: Material destinado a atender as necessidades desta UG, (container)";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160209";"COMANDO 15 BRIGADA DE INFANTARIA MECANIZADA";"CASCAVEL";"29/01/2019";"";"13000,0000"
"000012019";"0012019";"Objeto: Contratação de seguro para a frota de veículos para a Embrapa/CNPMF.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135014";"EMBRAPA/CNPMF";"CRUZ DAS ALMAS";"31/01/2019";"";"15834,6900"
"000012019";"0012019";"Objeto: Prestação de serviços de energia elétrica.";"Dispensa de Licitação";"Publicado";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"RIO DE JANEIRO";"15/01/2019";"";"282884,3200"
"000012019";"001261/2019-16";"Objeto: Publicação no Diário Oficial da União, de atos oficiais e demais matérias de interesse do Campus Ji-Paraná";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26421";"Instituto Federal de Rondônia";"158376";"INST.FED.RONDONIA/CAMPUS JI-PARANA";"JI-PARANA";"31/01/2019";"";"16520,0000"
"000012019";"00135214272201805";"Objeto: Confecção e fornecimento de carimbos necessários afim de atender a demanda do Ministério da Mulher, da Família e dos Direitos Humanos.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"81000";"Ministério da Mulher, Família e Direitos Huma";"810005";"COORDENACAO-GERAL DE LOGISTICA - MDH";"BRASILIA";"24/01/2019";"";"7052,0000"
"000012019";"00190.10281201855";"Objeto: Serviços de fornecimento de Digital Object Identifier (DOI) para a Revista da CGU, visando suprir as necessidades da Controladoria-Geral da União - CGU";"Dispensa de Licitação";"Encerrado";"37000";"Controladoria-Geral da União";"37000";"Controladoria-Geral da União - Unidades com v";"370003";"COORD-GERAL LICITACAO, CONT.E DOCUMENTACAO";"BRASILIA";"14/01/2019";"";"1153,0400"
"000012019";"00190114349201875";"Objeto: Inscrição de 05 (cinco) servidores, em exercício na CGSIS/DTI/SE/CGU, para participação no curso  Treinamento Lean Inception', promovido pela empresa CAROLI Serviços de Treinamento e Editora - EIRELI, inscrita no CNPJ sob n  27.866.142/0001-92, previsto para ocorrer no período 19 de janeiro 2019, em Brasília/DF";"Inexigibilidade de Licitação";"Encerrado";"37000";"Controladoria-Geral da União";"37000";"Controladoria-Geral da União - Unidades com v";"370003";"COORD-GERAL LICITACAO, CONT.E DOCUMENTACAO";"BRASILIA";"18/01/2019";"";"3400,0000"
"000012019";"002/2019";"Objeto: Contratação de serviços gráficos e editoriais.";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135031";"EMBRAPA/CPACT";"PELOTAS";"10/01/2019";"";"450,0000"
"000012019";"002/2019";"Objeto: Aquisição de serviço de recarga de extintores para predio do CRBA";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"37201";"Fundação Jorge Duprat Figueiredo, de Seguranç";"264008";"FUNDACENTRO - FUND.JORGE DUPRAT/CRBA - BA";"SALVADOR";"21/01/2019";"";"1590,0000"
"000012019";"003/2019";"Objeto: Conserto de máquina fotográfica utilizada pelo pesquisador Antonio Aparecido Carpanezzi. A objetiva não sai e a câmera não dispara. Troca das baionetas, limpeza da objetiva e do sensor de imagem";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135028";"EMBRAPA/CNPF";"COLOMBO";"18/01/2019";"";"450,0000"
"000012019";"003/2019";"Objeto: Prestação de Serviços exclusivos e de notória especialização relativos a àgua e esgoto.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"RIO DE JANEIRO";"15/01/2019";"";"70576,2200"
"000012019";"004/IMBEL/FPV/19";"Objeto: Aquisição de Vale Transporte Urbano";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52221";"Indústria de Material Bélico do Brasil";"168004";"INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV";"PIQUETE";"11/01/2019";"";"54432,0000"
"000012019";"00452005536201831";"Objeto: Contratação de empresa especializada na revisão geral com atualização e configuração de duas centrais telefônicas, marca: Siemens HIPATH 3800/ E1 TMCAS2 30 canais, pertencentes a Advocacia-Geral da União em Goiás, conforme Termo de Referência.";"Dispensa de Licitação";"Encerrado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"BRASILIA";"03/01/2019";"";"3400,0000"
"000012019";"005/2018";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestação de serviços de TELEFONIA MÓVEL (Serviço Móvel Pessoal   SMP) e de TELEFONIA FIXA (Telefonia Fixa Comutada   STFC, nas modalidades local e longa distância, incluindo discagem direta gratuita - 0800), durante o período de 12 (doze) meses, conforme condições e especificações estabelecidas no Anexo I - Termo de Referência";"Pregão";"Evento de Retificação Divulgad";"38721";"Sem informação";"38721";"Sem informação";"925152";"CONSELHO REG. DE CONTABILID. DE MINAS GERAIS";"Inválido";"31/01/2019";"22/01/2019";"24129,6000"
"000012019";"00510000020201949";"Objeto: Aquisição de água mineral, acondicionada em garrafões de 20 litros, para atender o consumo dos servidores lotados nas Unidades da Advocacia-Geral da União em Teresina/PI.";"Dispensa de Licitação";"Encerrado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110096";"SUPERINTENDENCIA ADMINISTRACAO EM PERNAMBUCO";"RECIFE";"22/01/2019";"";"11220,0000"
"000012019";"00595001064201651";"Objeto: Contratação de concessionária de serviço público para fornecimento de água potável e esgotamento sanitário para a AGU em Ribeirão Preto - SP.";"Inexigibilidade de Licitação";"Publicado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110099";"SUPERINTENDENCIA ADMINISTRACAO EM SAO PAULO";"SAO PAULO";"18/01/2019";"";"28800,0000"
"000012019";"00675000891201807";"Objeto: Fornecimento de água mineral sem gás em garrafões de 20L (120 un.) para a Procuradoria Seccional da União em Pelotas/RS.";"Dispensa de Licitação";"Encerrado";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110097";"SUPERINTENDENCIA ADMINISTRACAO NO RIO G. SUL";"PORTO ALEGRE";"14/01/2019";"";"1680,0000"
"000012019";"00677000495201851";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para a prestação de serviços de manutenções preventiva e corretiva, assistência técnica com fornecimento de materiais e mão de obra, nos equipamentos e nas instalações de ares condicionados existentes para atender às necessidades das Unidades da Advocacia-Geral da União no estado de Minas Gerais.";"Pregão";"Evento de Resultado de Julgame";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110592";"UNIDADE DE ATENDIMENTO EM MINAS GERAIS";"BELO HORIZONTE";"29/01/2019";"21/01/2019";"0,0000"
"000012019";"00806220000028120";"Objeto: Serviço de Internet";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160173";"31º BATALHÃO DE INFANTARIA MOTORIZADO";"CAMPINA GRANDE";"17/01/2019";"";"2050,0000"
"000012019";"01";"Objeto: Contratação de mão de obra";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160123";"14 GRUPO DE ARTILHARIA DE CAMPANHA";"POUSO ALEGRE";"29/01/2019";"";"1,0000"
"000012019";"01";"Objeto: Prestação de serviço com seguro obrigatório de viaturas administrativas.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160239";"HOSPITAL MILITAR DE RESENDE";"RESENDE";"31/01/2019";"";"224,3900"
"000012019";"01";"Objeto: Publicação de matéria no Diário Oficial da União(DOU).";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"764000";"DIRETORIA DO PESSOAL MILITAR DA MARINHA";"RIO DE JANEIRO";"10/01/2019";"";"3000,0000"
"000012019";"01";"Objeto: Serviço de manutenção e conservação de veículos.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160485";"4 CIRCUNSCRICAO DE SERVICO MILITAR";"SAO PAULO";"30/01/2019";"";"5000,0000"
"000012019";"01";"Objeto: Aquisição de passagem aérea para ESTAP 2019.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160358";"6 REGIMENTO DE CAVALARIA BLINDADO";"ALEGRETE";"22/01/2019";"";"7039,9800"
"000012019";"01";"Objeto: Material para pintura do SVPM";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"764200";"SERVICO DE VETERANOS E PENS. DA MARINHA";"RIO DE JANEIRO";"17/01/2019";"";"9974,5000"
"000012019";"01/2012";"Objeto: Serviço de fornecimento de energia elétrica";"Inexigibilidade de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160288";"CAMPO DE INSTRUCAO DE GERICINO";"RIO DE JANEIRO";"29/01/2019";"";"1,0000"
"000012019";"01/2018";"Objeto: Aquisição de 02(duas) unidades do cartucho de toner Xerox (original) ref: 106R01487 para equipamento WorkCentre 3220";"Dispensa de Licitação";"Encerrado";"99900";"República Federativa do Brasil";"95320";"Estado do Rio de Janeiro";"926690";"CONSELHO REGIONAL DE ODONTOLOGIA - RJ";"Inválido";"09/01/2019";"04/01/2019";"300,0000"
"000012019";"01/2019";"Objeto: Processo de dispensa com a finalidade de ser emitido certificado digital e máquina leitora de certificado, destinado a atender a necessidade de gerenciamento de pregões, tendo como usuário o novo comandante desta OM. A certificação digital é exigência para alguns agentes da administração.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160473";"2 GRUPO DE ARTILHARIA ANTIAEREA";"PRAIA GRANDE";"21/01/2019";"";"889,0000"
"000012019";"01/2019";"Objeto: Aquisição de passagens aéreas em território nacional.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"RIO DE JANEIRO";"29/01/2019";"";"912,6400"
"000012019";"01/2019";"Objeto: Aquisição de tokens/certificações digitais para militares desta UG";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167008";"CENTRO DE EMBARCACOES DO COM.MIL.DA AMAZONIA";"MANAUS";"17/01/2019";"";"1416,0000"
"000012019";"01/2019";"Objeto: Serviço de fornecimento de energia eletrica";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52904";"Fundo do Exército";"167497";"2 INSPETORIA DE CONTABILIDADE E FINANCAS";"SAO PAULO";"24/01/2019";"";"2111,0100"
"000012019";"01/2019";"Objeto: Concessionária Telefonia Fixa";"Inexigibilidade de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160357";"12 COMPANHIA DE COMUNICACOES MECANIZADA";"ALEGRETE";"29/01/2019";"";"2342,6300"
"000012019";"01/2019";"Objeto: Credenciamento de Organizações Civis de Saúde e de Profissionais de Saúde Autônomos.";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160118";"COMANDO DA 4ª REGIÃO MILITAR";"BELO HORIZONTE";"09/01/2019";"";"6975000,0000"
"000012019";"01/2019 - SALC";"Objeto: Contratação de serviço de fornecimento de energia elétrica para atender necessidades do CIOpEsp.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160134";"CENTRO DE INSTRUçAO DE OPERAçOES ESPECIAIS";"NITEROI";"29/01/2019";"";"1,0000"
"000012019";"01/2019 Salc";"Objeto: Serviço de tecnologia da Informação";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160404";"4 REGIMENTO DE CARRROS DE COMBATE";"ROSARIO DO SUL";"24/01/2019";"";"383,0000"
"000012019";"010/2019";"Objeto: Aquisição de 350 garrafões de água mineral de 20 litros.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"37201";"Fundação Jorge Duprat Figueiredo, de Seguranç";"264007";"FUNDACENTRO - FUND.JORGE DUPRAT/CRPE - PE";"RECIFE";"31/01/2019";"";"2975,0000"
